wrestler 1,wrestler 1 id,wrestler 1 nationality,wrestler 2,wrestler 2 id,wrestler 2 nationality,current champion,winner,match ending,card order,title,match type,date,show name,location,W1 Age,W1 PPV Matches,W1 PPV Wins,W1 PPV DQ Wins,W1 PPV Pin Wins,W1 PPV Sub Wins,W1 PPV Losses,W1 PPV DQ Losses,W1 PPV Pin Losses,W1 PPV Sub Losses,W1 PPV Draws,W1 PPV Streak,W1 PPV Championship Wins,W1 PPV Championship Losses,W1 PPV Championship Defense Wins,W1 PPV Championship Defense Losses,W1 PPV Championship Challenge Wins,W1 PPV Championship Challenge Losses,W1 Last PPV Match,W1 H2H PPV Matches,W1 H2H PPV Wins,W1 H2H PPV DQ Wins,W1 H2H PPV Pin Wins,W1 H2H PPV Sub Wins,W1 H2H PPV Losses,W1 H2H PPV DQ Losses,W1 H2H PPV Pin Losses,W1 H2H PPV Sub Losses,W1 H2H PPV Draws,W1 H2H PPV Streak,W1 H2H PPV Championship Wins,W1 H2H PPV Championship Losses,W1 H2H PPV Championship Defense Wins,W1 H2H PPV Championship Defense Losses,W1 H2H PPV Championship Challenge Wins,W1 H2H PPV Championship Challenge Losses,W1 H2H Last PPV Match,W1 PWI Ranking,W1 PWI Change,W2 Age,W2 PPV Matches,W2 PPV Wins,W2 PPV DQ Wins,W2 PPV Pin Wins,W2 PPV Sub Wins,W2 PPV Losses,W2 PPV DQ Losses,W2 PPV Pin Losses,W2 PPV Sub Losses,W2 PPV Draws,W2 PPV Streak,W2 PPV Championship Wins,W2 PPV Championship Losses,W2 PPV Championship Defense Wins,W2 PPV Championship Defense Losses,W2 PPV Championship Challenge Wins,W2 PPV Championship Challenge Losses,W2 Last PPV Match,W2 PPV Matches,W2 H2H PPV Wins,W2 H2H PPV DQ Wins,W2 H2H PPV Pin Wins,W2 H2H PPV Sub Wins,W2 H2H PPV Losses,W2 H2H PPV DQ Losses,W2 H2H PPV Pin Losses,W2 H2H PPV Sub Losses,W2 H2H PPV Draws,W2 H2H PPV Streak,W2 H2H PPV Championship Wins,W2 H2H PPV Championship Losses,W2 H2H PPV Championship Defense Wins,W2 H2H PPV Championship Defense Losses,W2 H2H PPV Championship Challenge Wins,W2 H2H PPV Championship Challenge Losses,W2 H2H Last PPV Match,W2 PWI Ranking,W2 PWI Change
Paul London,401,USA,Akio,396,USA,None,true,pin,6,"","""Cruiserweight Open""",2005-02-20,No Way Out '05,Pittsburgh,24.865753424657534,4,3,0,3,0,1,0,1,0,0,3,1,0,0,0,1,0,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-37,23.791780821917808,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,2004-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,361
Chavo Guerrero,356,USA,Paul London,401,USA,None,true,pin,7,WWE Cruiserweight Title,"""Cruiserweight Open""",2005-02-20,No Way Out '05,Pittsburgh,34.36164383561644,5,3,0,3,0,2,0,2,0,0,-1,3,1,1,0,2,1,2004-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,24.865753424657534,5,4,0,4,0,1,0,1,0,0,4,1,0,0,0,1,0,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-37
The Undertaker,124,USA,Luther Reigns,399,USA,None,true,pin,8,"","",2005-02-20,No Way Out '05,Pittsburgh,39.93972602739726,81,51,4,37,1,26,4,14,0,4,2,12,15,6,2,6,13,2005-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-5,33.43835616438356,2,1,0,1,0,1,0,1,0,0,-1,0,0,0,0,0,0,2004-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,176
John Cena,350,USA,Kurt Angle,299,USA,None,true,pin,9,"","",2005-02-20,No Way Out '05,Pittsburgh,27.84931506849315,9,6,0,6,0,3,0,2,1,0,5,5,1,2,0,3,1,2004-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,36.224657534246575,42,27,1,18,7,15,0,13,2,0,1,10,6,4,3,6,3,2004-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-33
John Bradshaw Layfield,207,USA,The Big Show,283,USA,Wrestler 1,true,,10,WWE Championship,"""Barbed Wire Cage""",2005-02-20,No Way Out '05,Pittsburgh,38.25479452054795,13,8,3,3,0,5,0,4,0,0,5,6,0,3,0,3,0,2004-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,486,33.057534246575344,24,10,0,10,0,14,1,10,1,0,1,4,3,1,2,3,1,2004-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-35
Rey Mysterio,351,USA,Eddie Guerrero,309,USA,None,true,pin,1,"","",2005-04-03,WrestleMania 21,Los Angeles,30.33150684931507,11,5,0,4,0,6,0,5,1,0,1,2,4,2,1,0,3,2004-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-3,37.50958904109589,23,13,1,12,0,10,2,5,2,0,1,9,5,5,5,4,0,2004-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
The Undertaker,124,USA,Randy Orton,384,USA,None,true,pin,3,"","",2005-04-03,WrestleMania 21,Los Angeles,40.054794520547944,82,52,4,38,1,26,4,14,0,4,3,12,15,6,2,6,13,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-5,25.02191780821918,9,6,0,6,0,3,0,3,0,0,-1,4,3,2,2,2,1,2005-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58
Trish Stratus,313,CAN,Christy Hemme,406,own,Wrestler 1,true,pin,4,WWE Women's Championship (original),"",2005-04-03,WrestleMania 21,Los Angeles,29.312328767123287,14,8,1,7,0,6,0,5,1,0,3,8,5,6,3,2,2,2005-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,24.446575342465753,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Kurt Angle,299,USA,Shawn Michaels,96,USA,None,true,sub,5,"","",2005-04-03,WrestleMania 21,Los Angeles,36.33972602739726,43,27,1,18,7,16,0,14,2,0,-1,10,6,4,3,6,3,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-33,39.726027397260275,43,23,1,16,1,14,1,8,1,6,-2,15,10,10,6,5,4,2005-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23
Akebono,417,USA,The Big Show,283,USA,None,true,,6,"",sumo,2005-04-03,WrestleMania 21,Los Angeles,35.92876712328767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,33.172602739726024,25,10,0,10,0,15,1,10,1,0,-1,4,4,1,2,3,2,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-35
John Cena,350,USA,John Bradshaw Layfield,207,USA,Wrestler 2,true,pin,7,WWE Championship,"",2005-04-03,WrestleMania 21,Los Angeles,27.964383561643835,10,7,0,7,0,3,0,2,1,0,6,5,1,2,0,3,1,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,38.36986301369863,14,9,3,3,0,5,0,4,0,0,6,7,0,4,0,3,0,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,486
Batista,357,USA,Triple H,193,USA,Wrestler 2,true,pin,8,World Heavyweight Championship (WWE),"",2005-04-03,WrestleMania 21,Los Angeles,36.23013698630137,3,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2004-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,481,35.70958904109589,69,42,1,36,0,22,5,15,0,5,4,21,12,14,7,7,5,2005-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1
Shelton Benjamin,361,USA,Chris Jericho,296,CAN,Wrestler 1,true,pin,1,WWE Intercontinental Championship,"",2005-05-01,Backlash '05,Manchester,29.832876712328765,6,5,0,5,0,1,0,1,0,0,4,4,1,1,0,3,1,2005-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,34.4986301369863,42,19,0,9,6,22,2,18,2,1,-1,11,8,5,3,6,5,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-5
Edge,273,CAN,Chris Benoit,305,CAN,None,true,TKO,6,"","""Last Man Standing""",2005-05-01,Backlash '05,Manchester,31.523287671232875,22,14,1,11,0,8,0,8,0,0,4,7,4,2,3,5,1,2005-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-25,37.97260273972603,23,11,1,5,5,12,1,9,0,0,-1,5,6,4,4,1,2,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
Chris Masters,420,USA,Melissa Coates,421,CAN,None,true,,7,"","""Masterlock Challenge""",2005-05-01,Backlash '05,Manchester,22.326027397260273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,316,35.893150684931506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Kane,197,USA,Viscera,170,USA,None,true,pin,8,"","",2005-05-01,Backlash '05,Manchester,38.04109589041096,39,19,3,13,0,18,1,15,0,2,1,2,2,0,1,2,1,2005-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,33.23287671232877,9,3,0,3,0,5,0,4,0,1,-3,1,1,0,0,1,1,2000-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Batista,357,USA,Triple H,193,USA,Wrestler 1,true,pin,10,World Heavyweight Championship (WWE),"",2005-05-01,Backlash '05,Manchester,36.30684931506849,4,3,0,3,0,1,0,1,0,0,2,1,0,0,0,1,0,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,481,35.78630136986301,70,42,1,36,0,23,5,16,0,5,-1,21,13,14,8,7,5,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1
Carlito,424,PUE,The Big Show,283,USA,None,true,pin,2,"","",2005-05-22,Judgment Day '05,Minneapolis,26.265753424657536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,-51,33.30684931506849,26,10,0,10,0,16,1,10,1,0,-2,4,4,1,2,3,2,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-35
Paul London,401,USA,Chavo Guerrero,356,USA,Wrestler 1,true,pin,3,WWE Cruiserweight Title,"",2005-05-22,Judgment Day '05,Minneapolis,25.115068493150684,6,4,0,4,0,2,0,2,0,0,-1,1,1,0,1,1,0,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-37,34.61095890410959,6,4,0,4,0,2,0,2,0,0,1,4,1,1,0,3,1,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16
Booker T.,341,USA,Kurt Angle,299,USA,None,true,pin,4,"","",2005-05-22,Judgment Day '05,Minneapolis,40.25205479452055,18,7,2,5,0,11,0,11,0,0,1,3,8,0,5,3,3,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-17,36.47397260273973,44,28,1,18,8,16,0,14,2,0,1,10,6,4,3,6,3,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-33
Orlando Jordan,378,USA,Heidenreich,415,USA,Wrestler 1,true,pin,5,WWE United States Championship,"",2005-05-22,Judgment Day '05,Minneapolis,25.0986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,38,32.92054794520548,3,0,0,0,0,3,1,1,0,0,-3,0,0,0,0,0,0,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,351
Rey Mysterio,351,USA,Eddie Guerrero,309,USA,None,true,DQ,6,"","",2005-05-22,Judgment Day '05,Minneapolis,30.465753424657535,12,6,0,5,0,6,0,5,1,0,2,2,4,2,1,0,3,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-3,37.64383561643836,24,13,1,12,0,11,2,6,2,0,-1,9,5,5,5,4,0,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
John Cena,350,USA,John Bradshaw Layfield,207,USA,Wrestler 1,true,sub,7,WWE Championship,"""I Quit""",2005-05-22,Judgment Day '05,Minneapolis,28.0986301369863,11,8,0,8,0,3,0,2,1,0,7,6,1,2,0,4,1,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,38.50410958904109,15,9,3,3,0,6,0,5,0,0,-1,7,1,4,1,3,0,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,486
Lance Storm,327,CAN,Chris Jericho,296,CAN,None,true,pin,1,"","",2005-06-12,One Night Stand '05,New York,36.21643835616438,1,0,0,0,0,1,0,1,0,0,-1,0,1,0,1,0,0,2001-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,34.61369863013699,43,19,0,9,6,23,2,19,2,1,-2,11,9,5,3,6,6,2005-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-5
"Rey Misterio, Jr.",351,USA,Psicosis,426,MEX,None,true,pin,3,"","",2005-06-12,One Night Stand '05,New York,30.523287671232875,13,7,1,5,0,6,0,5,1,0,3,2,4,2,1,0,3,2005-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-3,34.09041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,63
Sabu,427,USA,Rhyno,326,USA,None,true,pin,4,"","",2005-06-12,One Night Stand '05,New York,40.52602739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,-11,29.7013698630137,5,2,0,2,0,3,0,2,1,0,-1,2,0,1,0,1,0,2004-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,444
Chris Benoit,305,CAN,Eddie Guerrero,309,USA,None,true,sub,5,"","",2005-06-12,One Night Stand '05,New York,38.087671232876716,24,11,1,5,5,13,1,9,0,0,-2,5,6,4,4,1,2,2005-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,37.701369863013696,25,13,1,12,0,12,3,6,2,0,-2,9,5,5,5,4,0,2005-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
Mike Awesome,328,USA,Masato Tanaka,428,JPN,None,true,pin,6,"","",2005-06-12,One Night Stand '05,New York,40.40821917808219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,32.30684931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47
Carlito,424,PUE,Shelton Benjamin,361,USA,Wrestler 1,true,pin,1,WWE Intercontinental Championship,"",2005-06-26,Vengeance '05,Las Vegas,26.361643835616437,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2005-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,-51,29.986301369863014,7,6,0,6,0,1,0,1,0,0,5,5,1,2,0,3,1,2005-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14
Victoria,355,USA,Christy Hemme,406,own,None,true,pin,2,"","",2005-06-26,Vengeance '05,Las Vegas,34.4,6,4,0,4,0,2,0,2,0,0,-1,3,2,2,0,1,2,2004-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,24.676712328767124,2,1,0,1,0,1,0,1,0,0,-1,0,1,0,0,0,1,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Kane,197,USA,Edge,273,CAN,None,true,pin,3,"","",2005-06-26,Vengeance '05,Las Vegas,38.1945205479452,40,20,3,14,0,18,1,15,0,2,2,2,2,0,1,2,1,2005-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,31.676712328767124,23,15,1,11,0,8,0,8,0,0,5,7,4,2,3,5,1,2005-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-25
Shawn Michaels,96,USA,Kurt Angle,299,USA,None,true,pin,4,"","",2005-06-26,Vengeance '05,Las Vegas,39.95616438356164,44,23,1,16,1,15,1,8,2,6,-3,15,10,10,6,5,4,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,36.56986301369863,45,28,1,18,8,17,0,15,2,0,-1,10,6,4,3,6,3,2005-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-33
Batista,357,USA,Triple H,193,USA,Wrestler 1,true,pin,6,World Heavyweight Championship (WWE),"""Hell In A Cell""",2005-06-26,Vengeance '05,Las Vegas,36.46027397260274,5,4,0,4,0,1,0,1,0,0,3,2,0,1,0,1,0,2005-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,481,35.93972602739726,71,42,1,36,0,24,5,17,0,5,-2,21,14,14,8,7,6,2005-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1
Booker T.,341,USA,Christian,277,CAN,None,true,pin,2,"","",2005-07-24,The Great American Bash '05,Buffalo,40.42465753424658,19,8,2,6,0,11,0,11,0,0,2,3,8,0,5,3,3,2005-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-17,31.66849315068493,15,7,0,7,0,8,1,4,0,0,-2,5,7,2,4,3,3,2004-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-3
Orlando Jordan,378,USA,Chris Benoit,305,CAN,Wrestler 1,true,pin,3,WWE United States Championship,"",2005-07-24,The Great American Bash '05,Buffalo,25.27123287671233,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2005-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,38,38.202739726027396,25,12,1,5,6,13,1,9,0,0,1,5,6,4,4,1,2,2005-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
The Undertaker,124,USA,Muhammad Hassan,414,USA,None,true,pin,4,"","",2005-07-24,The Great American Bash '05,Buffalo,40.36164383561644,83,53,4,39,1,26,4,14,0,4,4,12,15,6,2,6,13,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-5,25.28767123287671,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2005-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,78
Rey Mysterio,351,USA,Eddie Guerrero,309,USA,None,true,pin,6,"","",2005-07-24,The Great American Bash '05,Buffalo,30.638356164383563,14,8,1,6,0,6,0,5,1,0,4,2,4,2,1,0,3,2005-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-3,37.81643835616438,26,13,1,12,0,13,3,6,3,0,-3,9,5,5,5,4,0,2005-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
Melina,431,USA,Torrie Wilson,339,USA,None,true,pin,7,WWE Women's Championship (original),bra and panties,2005-07-24,The Great American Bash '05,Buffalo,26.394520547945206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,30.02191780821918,6,5,0,4,0,1,0,1,0,0,-1,0,0,0,0,0,0,2004-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
John Bradshaw Layfield,207,USA,Batista,357,USA,Wrestler 2,true,DQ,8,World Heavyweight Championship (WWE),"",2005-07-24,The Great American Bash '05,Buffalo,38.676712328767124,16,9,3,3,0,7,0,5,1,0,-2,7,2,4,1,3,1,2005-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,486,36.536986301369865,6,5,0,5,0,1,0,1,0,0,4,3,0,2,0,1,0,2005-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,481
Chris Benoit,305,CAN,Orlando Jordan,378,USA,Wrestler 2,true,sub,1,WWE United States Championship,"",2005-08-21,SummerSlam '05,Washington,38.27945205479452,26,12,1,5,6,14,1,10,0,0,-1,5,7,4,4,1,3,2005-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,25.34794520547945,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,2005-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,38
Edge,273,CAN,Matt Hardy,288,USA,None,true,,2,"","",2005-08-21,SummerSlam '05,Washington,31.83013698630137,24,15,1,11,0,9,0,9,0,0,-1,7,4,2,3,5,1,2005-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-25,30.931506849315067,7,3,0,3,0,4,0,4,0,0,-1,2,0,1,0,1,0,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-22
Rey Mysterio,351,USA,Eddie Guerrero,309,USA,None,true,,3,"",ladder,2005-08-21,SummerSlam '05,Washington,30.715068493150685,15,9,1,7,0,6,0,5,1,0,5,2,4,2,1,0,3,2005-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-3,37.893150684931506,27,13,1,12,0,14,3,7,3,0,-4,9,5,5,5,4,0,2005-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
Kurt Angle,299,USA,Eugene,321,USA,None,true,sub,4,"",no time limit,2005-08-21,SummerSlam '05,Washington,36.723287671232875,46,28,1,18,8,18,0,16,2,0,-2,10,6,4,3,6,3,2005-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-33,29.698630136986303,3,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47
Randy Orton,384,USA,The Undertaker,124,USA,None,true,pin,5,"","",2005-08-21,SummerSlam '05,Washington,25.405479452054795,10,6,0,6,0,4,0,4,0,0,-2,4,3,2,2,2,1,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,40.43835616438356,84,54,4,40,1,26,4,14,0,4,5,12,15,6,2,6,13,2005-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-5
John Cena,350,USA,Chris Jericho,296,CAN,Wrestler 1,true,pin,6,WWE Championship,"",2005-08-21,SummerSlam '05,Washington,28.34794520547945,12,9,0,8,1,3,0,2,1,0,8,7,1,3,0,4,1,2005-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,34.8054794520548,44,19,0,9,6,24,2,20,2,1,-3,11,9,5,3,6,6,2005-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-5
Batista,357,USA,John Bradshaw Layfield,207,USA,Wrestler 1,true,pin,7,World Heavyweight Championship (WWE),no holds barred,2005-08-21,SummerSlam '05,Washington,36.61369863013699,7,5,0,5,0,2,1,1,0,0,-1,3,1,2,1,1,0,2005-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,481,38.75342465753425,17,10,4,3,0,7,0,5,1,0,1,8,2,4,1,4,1,2005-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,486
Hulk Hogan,19,USA,Shawn Michaels,96,USA,None,true,pin,8,"","",2005-08-21,SummerSlam '05,Washington,52.06301369863014,20,12,2,8,0,7,0,6,1,1,2,8,4,3,4,5,0,2003-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,40.10958904109589,45,24,1,17,1,15,1,8,2,6,1,15,10,10,6,5,4,2005-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23
Ric Flair,138,USA,Carlito,424,PUE,Wrestler 2,true,sub,1,WWE Intercontinental Championship,"",2005-09-18,Unforgiven '05,Oklahoma City,56.6,11,5,0,4,1,6,0,5,1,0,-2,0,2,0,1,0,1,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,-21,26.59178082191781,2,2,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,2005-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,125
The Big Show,283,USA,Snitsky,408,USA,None,true,pin,3,"","",2005-09-18,Unforgiven '05,Oklahoma City,33.632876712328766,27,10,0,10,0,17,1,11,1,0,-3,4,4,1,2,3,2,2005-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,35.704109589041096,2,1,0,1,0,1,0,1,0,0,-1,0,0,0,0,0,0,2005-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,218
Shelton Benjamin,361,USA,Kerwin White,356,USA,None,true,pin,4,"","",2005-09-18,Unforgiven '05,Oklahoma City,30.216438356164385,8,6,0,6,0,2,0,2,0,0,-1,5,2,2,0,3,2,2005-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,34.93698630136986,7,4,0,4,0,3,0,3,0,0,-1,4,2,1,0,3,2,2005-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-31
Matt Hardy,288,USA,Edge,273,CAN,None,true,pin,5,"",steel cage,2005-09-18,Unforgiven '05,Oklahoma City,31.008219178082193,8,3,0,3,0,5,0,4,0,0,-2,2,0,1,0,1,0,2005-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,31.90684931506849,25,16,1,11,0,9,0,9,0,0,1,7,4,2,3,5,1,2005-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51
Shawn Michaels,96,USA,Chris Masters,420,USA,None,true,pin,7,"","",2005-09-18,Unforgiven '05,Oklahoma City,40.18630136986302,46,24,1,17,1,16,1,9,2,6,-1,15,10,10,6,5,4,2005-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,-25,22.70958904109589,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,69
